Route - ID, Order Number, Driver 1 - ID, Driver 1 - First Name, Driver 1 - Last Name, Service Location - ID, Service Location - Description, Service Location - Address Line 1, Service Location - City, Service Location - Postal Code, Service Location - State, Service Location - Contact - First Name, Service Location - County, Latitude, Longitude, Session Date, Begin Date, Taken By, Pickup Quantities - Taps, Pickup Quantities - J&L Taps, Stop - Arrival Time, Stop - Departure Time, Special Instructions, Pickup Quantities - WWH Taps
OPENSB_H0003,3559153_H0003_2020-03-02,H0003,Brody,Hillman SB,2791,High Five Pizza (San Jose/Branham),171 Branham Lane,San Jose,95101,CA,CA01,South Bay,37267172,-121832214,2020-02-20,2020-02-17,,2,0,2020-03-02 09:15:49,2020-03-02 09:47:49,"7:30-11am  MUST be done before 11am, they get there at 9am",0
OPENSB_H0003,3559147_H0003_2020-03-02,H0003,Brody,Hillman SB,3383,MOD Pizza (San Jose/Cottle),5670 Cottle Rd Ste 20,San Jose,95123,CA,CA01,South Bay,37245487,-121803773,2020-02-20,2020-02-17,,2,0,2020-03-02 10:02:11,2020-03-02 10:29:11,8-11 am or after 1pm,0
OPENSB_H0003,3559148_H0003_2020-03-02,H0003,Brody,Hillman SB,1989,Burrito Factory (San Jose/Blossom Hill),124 Blossom Hill Rd,San Jose,95123,CA,CA01,South Bay,37252030,-121806430,2020-02-20,2020-02-17,,2,0,2020-03-02 10:35:39,2020-03-02 11:00:39,Anytime after 10am,0
OPENSB_H0003,3559149_H0003_2020-03-02,H0003,Brody,Hillman SB,1024668,Niji Sushi And Ramen (San Jose/Silver Creek Valley Road),5968 Silver Creek Valley Road,San Jose,95138,CA,CA01,South Bay,37258620,-121785340,2020-02-20,2020-02-17,,2,0,2020-03-02 11:08:16,2020-03-02 11:26:16,Clean and bill Asahi and Sapporo at this location  10-11am or after 1pm 15 min acct,0
OPENSB_H0003,3559150_H0003_2020-03-02,H0003,Brody,Hillman SB,3734,Pearl River Restaurant (San Jose/Blossom Hill),414 Blossom Hill Rd,San Jose,95123,CA,CA01,South Bay,37250510,-121828710,2020-02-20,2020-02-17,,2,0,2020-03-02 11:38:06,2020-03-02 12:07:06,Code for back door: 4692  8am-12pm,0
OPENSB_H0003,3559151_H0003_2020-03-02,H0003,Brody,Hillman SB,3471,Mountain Mikes (San Jose/Blossom Hill),431 Blossom Hill Rd,San Jose,95123,CA,CA01,South Bay,37251750,-121828950,2020-02-20,2020-02-17,,2,0,2020-03-02 12:12:51,2020-03-02 12:56:51,Anytime after 10am,0
OPENSB_H0003,3559152_H0003_2020-03-02,H0003,Brody,Hillman SB,1016759,My Kitchen (San Jose/Blossom Hill),445 Blossom Hill Rd,San Jose,95123,CA,CA01,South Bay,37252260,-121829950,2020-02-20,2020-02-17,,2,0,2020-03-02 13:03:23,2020-03-02 13:30:23,"Anytime after 6 am, they close at 2 pm",0
OPENSB_H0003,14668_H0003_2020-03-02,H0003,Brody,Hillman SB,4286,Sideline (San Jose/Santa Teresa),7028 Santa Teresa Blvd,San Jose,95139,CA,CA01,South Bay,37228080,-121775160,2020-02-20,2020-02-17,,2,0,2020-03-02 13:44:54,2020-03-02 14:21:54,Anytime after 10am,0
OPENSB_H0003,5704397_H0003_2020-03-04,H0003,Brody,Hillman SB,1117197,Five Star Pizza (San Jose/Bernal),125 Bernal Rd 50,San Jose,95119,CA,CA01,South Bay,37232260,-121774920,2020-02-20,2020-02-05,,2,0,2020-03-02 14:23:08,2020-03-02 15:08:18,Mon-Tue are the best day to service,0
S005-01_M044,5344810_M044_2020-02-24,M044,Cesar,Mora,1112054,San Jose Flea Market (San Jose/Berryessa),1590 Berryessa Rd,San Jose,95133,CA,CA01,South Bay,37370460,-121876760,2020-02-20,2020-02-17,,1,0,2020-02-24 08:00:00,2020-02-24 08:45:12,Tue-Wed 8am-4pm. check into office for key to the left of entrance last mobile building.,0
S005-01_M044,14593_M044_2020-02-24,M044,Cesar,Mora,4211,San Pedro Market (San Jose/N San Pedro),87 N San Pedro St,San Jose,95110,CA,CA01,South Bay,37336740,-121894192,2020-02-20,2020-02-17,,1,0,2020-02-24 09:01:03,2020-02-24 11:14:03,9/13/17 - Notified by Mike from WWH that LC services are no longer needed at this location.    pump clean Speak to janitor to open bar fridge Owner and Supervisor are to be present before servicing account.  Please service at 9am,0
S005-01_M044,5713736_M044_2020-03-02,M044,Cesar,Mora,4122,Round Table (San Jose/Morrill),2129 Morrill Ave,San Jose,95132,CA,CA01,South Bay,37413470,-121875740,2020-02-20,2020-02-17,,2,0,2020-02-24 11:35:16,2020-02-24 12:12:16,9am access time,0
S006-03_M053,2372489_M053_2020-03-04,M053,Gustavo,Montoro SC,1044923,Ranch Club (Carmel-By-The-Sea/ Rancho San Carlos),63 Rancho San Carlos Rd,Carmel-By-The-Sea,93923,CA,CA12,Monterey/Santa Cruz,36457050,-121806910,2020-02-20,2019-06-12,,2,0,2020-03-04 08:00:00,2020-03-04 09:21:00,remodeling club - removed until further notice jc 7/31/18,0
S006-03_M053,4281811_M053_2020-03-04,M053,Gustavo,Montoro SC,1095436,Village Wine and Taproom (Carmel Valley/E Carmel Valley),19 E Carmel Valley Rd Ste G,Carmel Valley,93924,CA,CA12,Monterey/Santa Cruz,36477820,-121729040,2020-02-20,2020-01-08,,4,0,2020-03-04 09:59:01,2020-03-04 10:44:01,1pm access Monday thru Saturday.  760-583-8318 Michael,0
S006-03_M053,3300682_M053_2020-03-04,M053,Gustavo,Montoro SC,1075,Flahertys Seafood Grill (Carmel-By-The-Sea/6th),6Th Between San Carlos & Dolores,Carmel-By-The-Sea,93921,CA,CA12,Monterey/Santa Cruz,36453482,-121804890,2020-02-20,2019-09-04,,2,0,2020-03-04 11:25:16,2020-03-04 12:40:16,10 am access only,0
S006-03_M053,3316199_M053_2020-03-04,M053,Gustavo,Montoro SC,1077,Lighthouse Smokehouse (Monterey/Lighthouse),794 Lighthouse Ave,Monterey,93940,CA,CA12,Monterey/Santa Cruz,36615810,-121903470,2020-02-20,2019-06-12,,2,0,2020-03-04 13:39:12,2020-03-04 14:10:12,,0
S006-06_M053,3300695_M053_2020-02-24,M053,Gustavo,Montoro SC,1038,Il Fornaio (Carmel/Monte Verde),Monte Verde & Ocean,Carmel-By-The-Sea,93921,CA,CA12,Monterey/Santa Cruz,36550687,-121924391,2020-02-20,2020-02-24,,4,0,2020-02-24 13:15:00,2020-02-24 14:10:00,,0
S006-08_M053,7409_M053_2020-02-26,M053,Gustavo,Montoro SC,1178,2M - Chillin and Grillin Alehouse (Hollister/McCray),401 Mccray Street,Hollister,95023,CA,CA12,Monterey/Santa Cruz,36851810,-121397600,2020-02-20,2020-02-26,,2,0,2020-02-26 00:00:00,2020-02-26 02:51:00,"Lloyd caserez (831) 601-2121 7am access, call Lloyd the day before.",0
S006-08_M053,3573899_M053_2020-02-26,M053,Gustavo,Montoro SC,1331,2M - Relax Chilin & Grillin (Hollister/San Juan),3650 San Juan Road,Hollister,95023,CA,CA12,Monterey/Santa Cruz,36844520,-121456370,2020-02-20,2020-02-26,,2,0,2020-02-26 03:02:24,2020-02-26 06:25:24,"No one there until after 10:30am, 2M 2 hour account. text Nikki day before to gain access at 10am 831-601-0966",0
S006-08_M053,3301016_M053_2020-02-26,M053,Gustavo,Montoro SC,1040486,Aromas Grill (Aromas/Carpenteria),304 Carpenteria Rd,Aromas,95004,CA,CA12,Monterey/Santa Cruz,36888349,-121642961,2020-02-20,2020-02-26,,2,0,2020-02-26 06:50:15,2020-02-26 07:51:15,Best access time Monday at 7am,0
S006-08_M053,358201_M053_2020-02-26,M053,Gustavo,Montoro SC,15578,2M - The Running Shop and Hops (Morgan Hill/Depot),17500 Depot St,Morgan Hill,95037,CA,CA01,South Bay,37130590,-121651990,2020-02-20,2020-02-26,,2,0,2020-02-26 08:37:23,2020-02-26 10:59:23,Please clean all IND lines at this account 11.27.19 Rich 408-427-1172,0
S006-08_M053,3353830_M053_2020-02-26,M053,Gustavo,Montoro SC,1139,2M - Poppy Hills Golf Course (Pebble Beach/Lopez),3200 Lopez Road,Pebble Beach,93953,CA,CA12,Monterey/Santa Cruz,36582438,-121938454,2020-02-20,2020-02-12,,2,0,2020-02-26 12:13:23,2020-02-26 13:05:23,9am access,0
S006-08_M053,3353800_M053_2020-02-26,M053,Gustavo,Montoro SC,1223,Poppy Hall (Pacific Grove/Lighthouse Ave),589 Lighthouse Ave,Pacific Grove,93950,CA,CA12,Monterey/Santa Cruz,36621080,-121918200,2020-02-20,2019-04-24,,2,0,2020-02-26 13:19:52,2020-02-26 13:43:52,,0
S006-08_M053,3358951_M053_2020-03-03,M053,Gustavo,Montoro SC,1067,Stammtisch (Seaside/Echo Ave),1204 Echo Ave,Seaside,93955,CA,CA12,Monterey/Santa Cruz,36613600,-121840290,2020-02-20,2020-03-03,,2,0,2020-02-26 14:06:37,2020-02-26 14:42:37,10:30-11 only,0
S006-08_Z0001,3353830_Z0001_2020-02-26,Z0001,Manuel,Zamudio SC,1139,2M - Poppy Hills Golf Course (Pebble Beach/Lopez),3200 Lopez Road,Pebble Beach,93953,CA,CA12,Monterey/Santa Cruz,36582438,-121938454,2020-02-20,2020-02-12,,2,0,2020-02-26 09:30:00,2020-02-26 10:22:00,9am access,0
S006-09_M053,3316271_M053_2020-02-27,M053,Gustavo,Montoro SC,969,California Gourmet Pizza (Greenfield/Walnut),670 Walnut Ave,Greenfield,93927,CA,CA12,Monterey/Santa Cruz,36328290,-121246430,2020-02-20,2019-06-20,,2,0,2020-02-27 10:45:00,2020-02-27 11:24:00,,0
S006-09_M053,3301076_M053_2020-02-27,M053,Gustavo,Montoro SC,1016753,Taste Of The Pinnacles (Soledad/Main),148 Main St,Soledad,93960,CA,CA12,Monterey/Santa Cruz,36427410,-121328390,2020-02-20,2019-06-20,,2,0,2020-02-27 11:42:13,2020-02-27 12:44:13,(831)970-9667,0
S006-09_M053,3316291_M053_2020-02-27,M053,Gustavo,Montoro SC,972,The Hacienda Lodge (Jolon/Infantry),101 Infantry Rd,Jolon,93928,CA,CA12,Monterey/Santa Cruz,36010998,-121244072,2020-02-20,2019-01-17,,2,0,2020-02-27 13:53:07,2020-02-27 14:21:07,,0
ST006-06_H0003,14961_H0003_2020-02-24,H0003,Brody,Hillman SB,4579,The Basin (Saratoga/Big Basin),14572 Big Basin Way,Saratoga,95070,CA,CA04,South Bay,37256070,-122035130,2020-02-20,2019-07-29,,2,0,2020-02-24 08:21:00,2020-02-24 08:54:00,key access,0
ST006-06_H0003,5704486_H0003_2020-02-24,H0003,Brody,Hillman SB,1117238,The Ranch Kitchen (Saratoga/Big Basin),14583 Big Basin Way,Saratoga,95070,CA,CA04,South Bay,37256490,-122035880,2020-02-20,2020-02-24,,2,0,2020-02-24 08:54:01,2020-02-24 09:39:05,Best access Tue-Sat 12pm-5pm,0
ST006-06_H0003,14227_H0003_2020-02-24,H0003,Brody,Hillman SB,3845,Plumed Horse (Saratoga/Big Basin),14555 Big Basin Way,Saratoga,95070,CA,CA04,South Bay,37256610,-122035360,2020-02-20,2020-02-10,,2,0,2020-02-24 09:44:08,2020-02-24 10:00:08,access after 7am,0
ST006-06_H0003,5704484_H0003_2020-02-24,H0003,Brody,Hillman SB,1117237,Pasta Armellino (Saratoga/CA-9),14560 CA-9,Saratoga,95070,CA,CA04,South Bay,37256432,-122034959,2020-02-20,2020-02-24,,2,0,2020-02-24 10:00:11,2020-02-24 10:45:15,access time 1pm-5pm,0
ST006-06_H0003,3602641_H0003_2020-02-24,H0003,Brody,Hillman SB,3494,Mountain Mikes (Saratoga/Saratoga Sunnyvale),12850 Saratoga Sunnyvale Rd,Saratoga,95070,CA,CA04,South Bay,37279750,-122031190,2020-02-20,2020-02-10,,2,0,2020-02-24 10:55:51,2020-02-24 11:20:51,access time is 10:30AM,0
ST006-06_H0003,14855_H0003_2020-02-24,H0003,Brody,Hillman SB,4473,Sushi Heaven (Saratoga/Saratoga Sunnyvale),12108 Saratoga Sunnyvale Rd,Saratoga,95070,CA,CA04,South Bay,37292920,-122031880,2020-02-20,2020-01-13,,2,0,2020-02-24 11:28:05,2020-02-24 11:47:05,Please collect email 10AM access Clean and bill Sapporo at this location,0
ST006-06_H0003,12732_H0003_2020-02-24,H0003,Brody,Hillman SB,2361,Deep Cliff Golf Course (Cupertino/Club House),10700 Club House Ln,Cupertino,95014,CA,CA04,South Bay,37311519,-122065794,2020-02-20,2020-02-10,,2,0,2020-02-24 12:00:06,2020-02-24 13:35:06,Monday-Saturday someone is there by 6 a.m. that can let you into the kitchen,0
ST006-06_H0003,285988_H0003_2020-02-24,H0003,Brody,Hillman SB,13870,Sipan Peruvian Restaurant And Bar (Saratoga/Big Basin),14486 Big Basin Way,Saratoga,95070,CA,CA04,South Bay,37257570,-122033652,2020-02-20,2019-04-08,,2,0,2020-02-24 13:53:39,2020-02-24 14:15:39,,0
ST006-06_H0003,13423_H0003_2020-02-24,H0003,Brody,Hillman SB,3049,La Fondue (Saratoga/Big Basin),14550 Big Basin Way,Saratoga,95070,CA,CA04,South Bay,37256350,-122034650,2020-02-20,2020-02-10,,2,0,2020-02-24 14:21:13,2020-02-24 15:06:13,La Fondue can be done at any time because the key to gain access will be in the mailbox at the back entrance on the door,0
ST006-06_H0003,5663025_H0003_2020-02-24,H0003,Brody,Hillman SB,1116958,The Inn at Saratoga (Saratoga/4th),20645 4th street,Saratoga,95070,CA,CA04,South Bay,37257620,-122034670,2020-02-20,2020-02-24,,2,0,2020-02-24 15:06:54,2020-02-24 15:52:10,Javier (408) 887-2249 access anytime after 10am. they do breakfast buffet from 6am-10,0
ST006-06_H0003,14959_H0003_2020-02-24,H0003,Brody,Hillman SB,4577,The Bank (Saratoga/Big Basin),14421 Big Basin Way,Saratoga,95070,CA,CA04,South Bay,37258820,-122033050,2020-02-20,2019-04-08,,2,0,2020-02-24 15:58:03,2020-02-24 16:18:03,Please call or text the morning of service Donna: 408-483-7252,0
ST006-06_H0003,14541_H0003_2020-02-24,H0003,Brody,Hillman SB,4159,Round Table (Los Gatos/Pollard),1472 Pollard Rd,Los Gatos,95032,CA,CA04,South Bay,37264060,-121983620,2020-02-20,2019-04-08,,2,0,2020-02-24 16:33:36,2020-02-24 17:04:36,,0
ST006-06_H0003,12534_H0003_2020-02-24,H0003,Brody,Hillman SB,2165,The Blue Door Restaurant & Bar (Saratoga/Saratoga),1502 Saratoga Ave,Saratoga,95070,CA,CA04,South Bay,37270879,-122015112,2020-02-20,2020-02-24,,2,0,2020-02-24 17:16:31,2020-02-24 18:25:31,access 9-12 only,0
ST006-06_H0003,2254694_H0003_2020-03-23,H0003,Brody,Hillman SB,6167,Big Basin Burger Bar (Saratoga/Big Basin),14413 Big Basin Way,Saratoga,95070,CA,CA04,South Bay,37259110,-122032780,2020-02-20,2019-07-15,Wine Lines Only,12,0,2020-02-24 18:35:14,2020-02-24 20:03:14,,0
ST006-09_H0003,5826904_Z-006_2020-02-25,H0003,Brody,Hillman SB,1117814,Morsey's Farmhouse (Los Altos/Main),134 Main St,Los Altos,94022,CA,CA04,South Bay,37379900,-122115390,2020-02-20,2020-02-11,,2,0,2020-02-27 06:00:00,2020-02-27 06:45:04,,0
ST006-09_H0003,3680895_H0003_2020-02-27,H0003,Brody,Hillman SB,2527,Estrellita Restaurant (Los Altos/N San Antonio),971 N San Antonio Rd,Los Altos,94022,CA,CA04,South Bay,37399780,-122113910,2020-02-20,2019-11-21,,2,0,2020-02-27 06:54:30,2020-02-27 07:39:30,access after 6am. avoid lunch Park in back alley,0
ST006-09_H0003,3559192_H0003_2020-02-27,H0003,Brody,Hillman SB,4241,Scratch (Mountain View/Castro),401 Castro St,Mountain View,94041,CA,CA04,South Bay,37390960,-122080110,2020-02-20,2019-11-21,,2,0,2020-02-27 07:50:56,2020-02-27 09:45:56,,0
ST006-09_H0003,4241169_H0003_2020-02-27,H0003,Brody,Hillman SB,1095908,Taqueria La Bamba (Mountain View/N Rengorff),580 N Rengstorff Ave,Mountain View,94043,CA,CA04,South Bay,37410990,-122094260,2020-02-20,2019-05-23,,2,0,2020-02-27 09:52:20,2020-02-27 10:22:20,9-11am/2pm,0
ST006-09_H0003,12372_H0003_2020-02-27,H0003,Brody,Hillman SB,2003,Cafe Baklava (Mountain View/Castro),341 Castro St,Mountain View,94041,CA,CA04,South Bay,37391860,-122079740,2020-02-20,2019-11-21,,2,0,2020-02-27 10:32:30,2020-02-27 10:52:30,access after 10:30am. avoid lunch,0
ST006-09_H0003,3680898_H0003_2020-02-27,H0003,Brody,Hillman SB,2079,Casa Lupe (Mountain View/Castro),459 Castro St,Mountain View,94041,CA,CA04,South Bay,37390700,-122080600,2020-02-20,2019-02-14,,2,0,2020-02-27 10:57:59,2020-02-27 11:12:59,,0
ST006-09_H0003,3680915_H0003_2020-02-27,H0003,Brody,Hillman SB,3192,Los Altos Golf & Country (Los Altos/Country Club),1560 Country Club Dr,Los Altos,94024,CA,CA04,South Bay,37350975,-122091797,2020-02-20,2019-02-14,,2,0,2020-02-27 11:29:13,2020-02-27 13:18:13,call James @ 408-455-8361,0
ST006-10_B044,5091729_B044_2020-02-28,B044,Anthony,Brown SB,7999,2M - Avaya - Big Bar (San Jose/Coleman),1123 Coleman Avenue,San Jose,95110,CA,CA04,South Bay,37352683,-121924751,2020-02-20,2019-12-20,,2,0,2020-02-28 08:00:00,2020-02-28 10:30:00,,0
ST006-10_C0004,14166_C0004_2020-02-28,C0004,Gabriel,Carillo SB,3785,Pizza California (San Jose/Oakland Rd),1708 Oakland Rd,San Jose,95131,CA,CA01,South Bay,37383500,-121894000,2020-02-20,2019-12-06,,2,0,2020-02-28 05:00:00,2020-02-28 05:42:00,,0
ST006-10_C0004,14928_C0004_2020-02-28,C0004,Gabriel,Carillo SB,4546,Tee Nee Thai (San Jose/The Alameda),1423 The Alameda,San Jose,95126,CA,CA01,South Bay,37333200,-121914130,2020-02-20,2019-12-06,,2,0,2020-02-28 05:53:54,2020-02-28 06:36:54,teeneethaicuisine@yahoo.com,0
ST006-10_C0004,4475747_C0004_2020-03-13,C0004,Gabriel,Carillo SB,1090313,Vons Chicken (San Jose/N 1st),3730 N 1St St Ste 145,San Jose,95134,CA,CA04,South Bay,37410860,-121946020,2020-02-20,2020-02-14,,4,0,2020-02-28 06:59:14,2020-02-28 07:24:14,,0
ST006-10_H0003,12468_H0003_2020-02-28,H0003,Brody,Hillman SB,2099,2M - Casino M8trix (San Jose/Matrix),1887 Matrix Blvd,San Jose,95117,CA,CA04,South Bay,37371049,-121918786,2020-02-20,2019-12-06,,2,0,2020-02-28 05:00:00,2020-02-28 06:51:00,Access time is 5AM,0
ST006-10_H0003,12328_H0003_2020-02-28,H0003,Brody,Hillman SB,1960,2M - Buffalo Wild Wings (San Jose/Saratoga),1620 Saratoga Ave,San Jose,95129,CA,CA04,South Bay,37292710,-121990150,2020-02-20,2019-12-06,,2,0,2020-02-28 07:13:13,2020-02-28 08:29:13,,0
ST006-10_H0003,5091729_H0003_2020-02-28,H0003,Brody,Hillman SB,7999,2M - Avaya - Big Bar (San Jose/Coleman),1123 Coleman Avenue,San Jose,95110,CA,CA04,South Bay,37352683,-121924751,2020-02-20,2019-12-20,,2,0,2020-02-28 08:49:43,2020-02-28 11:19:43,,0
ST006-10_H0003,14166_H0003_2020-02-28,H0003,Brody,Hillman SB,3785,Pizza California (San Jose/Oakland Rd),1708 Oakland Rd,San Jose,95131,CA,CA01,South Bay,37383500,-121894000,2020-02-20,2019-12-06,,2,0,2020-02-28 11:34:13,2020-02-28 12:16:13,,0
ST006-10_H0003,14928_H0003_2020-02-28,H0003,Brody,Hillman SB,4546,Tee Nee Thai (San Jose/The Alameda),1423 The Alameda,San Jose,95126,CA,CA01,South Bay,37333200,-121914130,2020-02-20,2019-12-06,,2,0,2020-02-28 12:32:36,2020-02-28 13:15:36,teeneethaicuisine@yahoo.com,0
ST006-10_H0003,14018_H0003_2020-02-28,H0003,Brody,Hillman SB,3638,2M - Original Gravity (San Jose/S 1st),66 S 1st St,San Jose,95113,CA,CA01,South Bay,37335040,-121889750,2020-02-20,2019-12-06,,2,0,2020-02-28 13:27:03,2020-02-28 14:26:03,Access after 12PM,0
ST006-10_H0003,4475747_H0003_2020-03-13,H0003,Brody,Hillman SB,1090313,Vons Chicken (San Jose/N 1st),3730 N 1St St Ste 145,San Jose,95134,CA,CA04,South Bay,37410860,-121946020,2020-02-20,2020-02-14,,4,0,2020-02-28 14:44:53,2020-02-28 15:09:53,,0
ST007-01_B044,4021771_B044_2020-03-30,B044,Anthony,Brown SB,3142,2M - Levis - Mellon East - Day 1 (Santa Clara/Marie P Debartolo),4900 Marie P Debartolo Way,Santa Clara,95054,CA,CA04,South Bay,37403716,-121968493,2020-02-20,2020-02-17,DY01,6,0,2020-03-30 08:00:00,2020-03-30 16:00:00,,0
ST007-02_B044,4021789_B044_2020-03-31,B044,Anthony,Brown SB,3143,2M - Levis - Mellon West - Day 2 (Santa Clara/Marie P Debartolo),4900 Marie P Debartolo Way,Santa Clara,95054,CA,CA04,South Bay,37403716,-121968493,2020-02-20,2020-02-18,DY02,6,0,2020-03-31 08:00:00,2020-03-31 16:00:00,,0
ST007-03_B044,4021795_B044_2020-04-01,B044,Anthony,Brown SB,3130,2M - Levis - 300 Concession - United South - Day 3 (Santa Clara/Marie P Debartolo),4900 Marie P Debartolo Way,Santa Clara,95054,CA,CA04,South Bay,37403716,-121968493,2020-02-20,2020-02-19,DY03,6,0,2020-04-01 08:00:00,2020-04-01 10:00:00,,0
ST007-03_B044,4021806_B044_2020-04-01,B044,Anthony,Brown SB,11599,2M - Levis - 300 Concession 3129 - Day 3 (Santa Clara/Marie P Debartolo),4900 Marie P Debartolo Way,Santa Clara,95054,CA,CA04,South Bay,37403716,-121968493,2020-02-20,2020-02-19,DY03,6,0,2020-04-01 10:00:00,2020-04-01 12:00:00,,0
ST007-03_B044,4021800_B044_2020-04-01,B044,Anthony,Brown SB,11600,2M - Levis - 300 Concession 3126 - Day 3 (Santa Clara/Marie P Debartolo),4900 Marie P Debartolo Way,Santa Clara,95054,CA,CA04,South Bay,37403716,-121968493,2020-02-20,2020-02-19,DY03,6,0,2020-04-01 12:00:00,2020-04-01 14:00:00,,0
ST007-03_B044,4021966_B044_2020-04-01,B044,Anthony,Brown SB,11891,2M - Levis - 300 Concession 3124 - Day 3 (Santa Clara/Marie P Debartolo),4900 Marie P Debartolo Way,Santa Clara,95054,CA,CA04,South Bay,37403716,-121968493,2020-02-20,2020-02-19,DY03,6,0,2020-04-01 14:00:00,2020-04-01 16:00:00,,0
ST007-04_B044,4021834_B044_2020-02-20,B044,Anthony,Brown SB,11892,2M - Levis - 300 Concession 3121 - Day 4 (Santa Clara/Marie P Debartolo),4900 Marie P Debartolo Way,Santa Clara,95054,CA,CA04,South Bay,37403716,-121968493,2020-02-20,2020-02-20,DY04,6,0,2020-02-20 08:00:00,2020-02-20 11:47:00,,0
ST007-04_B044,4021829_B044_2020-02-20,B044,Anthony,Brown SB,11894,2M - Levis - 300 Concession 3119 - Day 4 (Santa Clara/Marie P Debartolo),4900 Marie P Debartolo Way,Santa Clara,95054,CA,CA04,South Bay,37403716,-121968493,2020-02-20,2020-02-20,DY04,6,0,2020-02-20 11:47:00,2020-02-20 15:28:00,,0
ST007-04_B044,4021817_B044_2020-02-20,B044,Anthony,Brown SB,11900,2M - Levis - 300 Concession 3112 - Day 4 (Santa Clara/Marie P Debartolo),4900 Marie P Debartolo Way,Santa Clara,95054,CA,CA04,South Bay,37403716,-121968493,2020-02-20,2020-02-20,DY04,6,0,2020-02-20 15:28:00,2020-02-20 17:28:00,,0
ST007-05_B044,4021852_B044_2020-02-21,B044,Anthony,Brown SB,11928,2M - Levis - 300 Concession 3109 - Day 5 (Santa Clara/Marie P Debartolo),4900 Marie P Debartolo Way,Santa Clara,95054,CA,CA04,South Bay,37403716,-121968493,2020-02-20,2020-02-21,DY05,6,0,2020-02-21 08:00:00,2020-02-21 10:38:00,,0
ST007-05_B044,4021849_B044_2020-02-21,B044,Anthony,Brown SB,11929,2M - Levis - 300 Concession 3107 - Day 5 (Santa Clara/Marie P Debartolo),4900 Marie P Debartolo Way,Santa Clara,95054,CA,CA04,South Bay,37403716,-121968493,2020-02-20,2020-02-21,DY05,6,0,2020-02-21 10:38:00,2020-02-21 12:38:00,,0
ST007-05_B044,4021846_B044_2020-02-21,B044,Anthony,Brown SB,11930,2M - Levis - 300 Concession 3105 - Day 5 (Santa Clara/Marie P Debartolo),4900 Marie P Debartolo Way,Santa Clara,95054,CA,CA04,South Bay,37403716,-121968493,2020-02-20,2020-02-21,DY05,6,0,2020-02-21 12:38:00,2020-02-21 15:13:00,,0
ST007-05_B044,4021840_B044_2020-02-21,B044,Anthony,Brown SB,11950,2M - Levis - 300 Concession 3103/3104 - Day 5 (Santa Clara/Marie P Debartolo),4900 Marie P Debartolo Way,Santa Clara,95054,CA,CA04,South Bay,37403716,-121968493,2020-02-20,2020-02-21,DY05,6,0,2020-02-21 15:13:00,2020-02-21 16:15:00,,0
ST007-05_B044,4021856_B044_2020-02-21,B044,Anthony,Brown SB,11951,2M - Levis - 300 Concession United South #2 - Day 5 (Santa Clara/Marie P Debartolo),4900 Marie P Debartolo Way,Santa Clara,95054,CA,CA04,South Bay,37403716,-121968493,2020-02-20,2020-02-21,DY05,6,0,2020-02-21 16:15:00,2020-02-21 22:22:00,,0
ST007-06_B044,4021860_B044_2020-02-24,B044,Anthony,Brown SB,3147,2M - Levis - United South - Day 6 (Santa Clara/Marie P Debartolo),4900 Marie P Debartolo Way,Santa Clara,95054,CA,CA04,South Bay,37403716,-121968493,2020-02-20,2020-02-24,DY06,6,0,2020-02-24 08:00:00,2020-02-24 16:00:00,,0
ST007-07_B044,4021884_B044_2020-02-25,B044,Anthony,Brown SB,3133,2M - Levis - 400 Outside carts - Day 7 (Santa Clara/Marie P Debartolo),4900 Marie P Debartolo Way,Santa Clara,95054,CA,CA04,South Bay,37403716,-121968493,2020-02-20,2020-02-25,DY07,6,0,2020-02-25 08:00:00,2020-02-25 09:30:00,,0
ST007-07_B044,4021890_B044_2020-02-25,B044,Anthony,Brown SB,3141,2M - Levis - Fantasy Lounge - Day 7 (Santa Clara/Marie P Debartolo),4900 Marie P Debartolo Way,Santa Clara,95054,CA,CA04,South Bay,37403716,-121968493,2020-02-20,2020-02-25,DY07,6,0,2020-02-25 09:30:00,2020-02-25 13:22:00,,0
