,type,location,distributor,city,tapname,flag,brand_audit
159,tap change,2M - Brass Tap (Vacaville/Orange),SACCANI,Vacaville,Lead Dog Hazy Weizen Orange Wheat,Lead Dog Hazy Weizen Orange Wheat was not cleaned last cycle,
160,tap change,2M - Brass Tap (Vacaville/Orange),SACCANI,Vacaville,Modern Times Arcosanti,Modern Times Arcosanti was not cleaned last cycle,
161,tap change,2M - Brass Tap (Vacaville/Orange),SACCANI,Vacaville,New Glory Greenergy,New Glory Greenergy was not cleaned last cycle,
162,tap change,2M - Brass Tap (Vacaville/Orange),WINE WAREHOUSE,Vacaville,Unibroue Megadeth,Unibroue Megadeth was not cleaned last cycle,
163,tap change,2M - Buffalo Wild Wings (Union City/Union Landing),BAY AREA BEVERAGE,Union City,Firestone IPA,Firestone IPA was not cleaned last cycle,
164,tap change,2M - Buffalo Wild Wings (Union City/Union Landing),BAY AREA BEVERAGE,Union City,Samuel Adams 26.2 Boston Brew,Samuel Adams 26.2 Boston Brew was not cleaned last cycle,
165,tap change,2M - Buffalo Wild Wings (Union City/Union Landing),WINE WAREHOUSE,Union City,Almanac,Almanac was not cleaned last cycle,
166,tap change,2M - Burgers & Brew (Davis/3rd),MUSSETTER,Davis,Faction Brewing IPA,Faction Brewing IPA was not cleaned last cycle,
167,tap change,2M - Burgers & Brew (Davis/3rd),MUSSETTER,Davis,Sacrament Brewing Doggy Pilsner,Sacrament Brewing Doggy Pilsner was not cleaned last cycle,
168,tap change,2M - Burgers & Brew (Sacramento/R),BIKE DOG BREWING,Sacramento,Bike Dog Tarto,Bike Dog Tarto was not cleaned last cycle,
169,tap change,2M - Burgers & Brew (Sacramento/R),MUSSETTER,Sacramento,Henhouse Mk Ultra,Henhouse Mk Ultra was not cleaned last cycle,
170,tap change,2M - Burgers & Brew (Sacramento/R),MUSSETTER,Sacramento,Henhouse Stoked,Henhouse Stoked was not cleaned last cycle,
171,tap change,2M - Burgers & Brew (Sacramento/R),SACCANI,Sacramento,Modern Times Ice Cold,Modern Times Ice Cold was not cleaned last cycle,
172,tap change,2M - Burgers & Brew (Sacramento/R),SACCANI,Sacramento,Modern Times Mega Space Ways,Modern Times Mega Space Ways was not cleaned last cycle,
173,tap change,2M - Burgers & Brew (Sacramento/R),SECRET TRAIL BREWING,Sacramento,Secret Trail Brewing Electric Oats IPA,Secret Trail Brewing Electric Oats IPA was not cleaned last cycle,
174,tap change,2M - Burgers & Brew (Sacramento/R),WINE WAREHOUSE,Sacramento,Petrus Aged Pale,Petrus Aged Pale was not cleaned last cycle,
175,tap change,2M - Cafeteria 15 L (Terminal B) (Sacramento/Airport),GOLDEN BRANDS - SACRAMENTO,Sacramento,Blue Moon White IPA,Blue Moon White IPA was not cleaned last cycle,
176,tap change,2M - Catta Verdera Country Club (Lincoln/Catta Verdera),MARKSTEIN BEVERAGE CO - SACTO (CA08),Lincoln,Stella Artois Midnight Lager,Stella Artois Midnight Lager was not cleaned last cycle,
177,tap change,2M - De Veres Irish Pub (Sacramento/L),GOLDEN BRANDS - SACRAMENTO,Sacramento,New Belgium La Folie,New Belgium La Folie was not cleaned last cycle,
178,tap change,2M - De Veres Irish Pub (Sacramento/L),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Device Brewing Kid Casual,Device Brewing Kid Casual was not cleaned last cycle,
179,tap change,2M - De Veres Irish Pub (Sacramento/L),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Drake's Hefeweizen,Drake's Hefeweizen was not cleaned last cycle,
180,tap change,2M - De Veres Irish Pub (Sacramento/L),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Drakes Hefeweizen,Drakes Hefeweizen was not cleaned last cycle,
181,tap change,2M - De Veres Irish Pub (Sacramento/L),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Sierra Nevada Hoppy Annivesary Ale,Sierra Nevada Hoppy Annivesary Ale was not cleaned last cycle,
182,tap change,2M - De Veres Irish Pub (Sacramento/L),SACCANI,Sacramento,Oak Park Brewing Igyb Red,Oak Park Brewing Igyb Red was not cleaned last cycle,
183,tap change,2M - Depot (Sacramento/K),CROOKED LANE BREWING,Sacramento,Crooked Lane 1-2 Punch,Crooked Lane 1-2 Punch was not cleaned last cycle,
184,tap change,2M - Depot (Sacramento/K),GOLDEN BRANDS - SACRAMENTO,Sacramento,Anchor Brewing San Franpsycho,Anchor Brewing San Franpsycho was not cleaned last cycle,
185,tap change,2M - Dish N Dash (Cupertino/Stevens Creek),CHRISSA IMPORTS,Cupertino,Moylans Dragons Irish Stout,Moylans Dragons Irish Stout was not cleaned last cycle,
186,tap change,2M - Esquire Grill (Sacramento/Airport),GOLDEN BRANDS - SACRAMENTO,Sacramento,Samuel Adams Boston Lager,Samuel Adams Boston Lager was not cleaned last cycle,
187,tap change,2M - Fieldhouse (Sacramento/Fulton),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Seismic Megathrust,Seismic Megathrust was not cleaned last cycle,
188,tap change,2M - Folsom Tap House (Folsom/Blue Ravine),GOLDEN BRANDS - SACRAMENTO,Folsom,Heretic Brewery You Can't Handle The Juice,Heretic Brewery You Can't Handle The Juice was not cleaned last cycle,
189,tap change,2M - Folsom Tap House (Folsom/Blue Ravine),MUSSETTER,Folsom,Hanger 24 Orange Wheat,Hanger 24 Orange Wheat was not cleaned last cycle,
190,tap change,2M - Folsom Tap House (Folsom/Blue Ravine),SACCANI,Folsom,Modern Times Octagon City,Modern Times Octagon City was not cleaned last cycle,
191,tap change,2M - Folsom Tap House (Folsom/Blue Ravine),SACCANI,Folsom,Stone Brewing Ghost Hammer IPA,Stone Brewing Ghost Hammer IPA was not cleaned last cycle,
192,tap change,2M - Folsom Tap House (Folsom/Blue Ravine),WINE WAREHOUSE,Folsom,Allagash River Trip,Allagash River Trip was not cleaned last cycle,
193,tap change,2M - Folsom Tap House (Folsom/Blue Ravine),WINE WAREHOUSE,Folsom,North Coast Scrimshaw Pilsner,North Coast Scrimshaw Pilsner was not cleaned last cycle,
194,tap change,2M - Gateway Bar (Terminal B) (Sacramento/Airport),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Sierra Nevada Hazy Little Thing IPA,Sierra Nevada Hazy Little Thing IPA was not cleaned last cycle,
195,tap change,2M - Goldfield Trading Post (Sacramento/J),GOLDEN BRANDS - SACRAMENTO,Sacramento,Knee Deep Brewing Breaking Bud,Knee Deep Brewing Breaking Bud was not cleaned last cycle,
196,tap change,2M - Hop Gardens (Sacramento/Franklin),GOLDEN BRANDS - SACRAMENTO,Sacramento,Boulevard Brewing Rye-On-Rye,Boulevard Brewing Rye-On-Rye was not cleaned last cycle,
197,tap change,2M - Hop Gardens (Sacramento/Franklin),MUSSETTER,Sacramento,Henhouse Super Duper Stoked,Henhouse Super Duper Stoked was not cleaned last cycle,
198,tap change,2M - Hop Gardens (Sacramento/Franklin),SACCANI,Sacramento,Modern Times Mega Space Ways,Modern Times Mega Space Ways was not cleaned last cycle,
199,tap change,2M - Infusion Taphouse (Lincoln/Twelve Bridges),GOLDEN BRANDS - SACRAMENTO,Lincoln,Heretic Brewery Make America Juicy Again,Heretic Brewery Make America Juicy Again was not cleaned last cycle,
200,tap change,2M - Infusion Taphouse (Lincoln/Twelve Bridges),GOLDEN BRANDS - SACRAMENTO,Lincoln,Karl Strauss Electric Waste Beer,Karl Strauss Electric Waste Beer was not cleaned last cycle,
201,tap change,2M - Infusion Taphouse (Lincoln/Twelve Bridges),GOLDEN BRANDS - SACRAMENTO,Lincoln,Karl Strauss Murky Poetry,Karl Strauss Murky Poetry was not cleaned last cycle,
202,tap change,2M - Infusion Taphouse (Lincoln/Twelve Bridges),MARKSTEIN BEVERAGE CO - SACTO (CA08),Lincoln,Fifty Fifty Brewing Tahoe Pilz,Fifty Fifty Brewing Tahoe Pilz was not cleaned last cycle,
203,tap change,2M - Infusion Taphouse (Lincoln/Twelve Bridges),MARKSTEIN BEVERAGE CO - SACTO (CA08),Lincoln,Fifty Fifty Manhattan Cherry Rye,Fifty Fifty Manhattan Cherry Rye was not cleaned last cycle,
204,tap change,2M - Infusion Taphouse (Lincoln/Twelve Bridges),MARKSTEIN BEVERAGE CO - SACTO (CA08),Lincoln,Track 7 Brewing Nukin Futz,Track 7 Brewing Nukin Futz was not cleaned last cycle,
205,tap change,2M - Infusion Taphouse (Lincoln/Twelve Bridges),MUSSETTER,Lincoln,Henhouse Hella Stoked,Henhouse Hella Stoked was not cleaned last cycle,
206,tap change,2M - Infusion Taphouse (Lincoln/Twelve Bridges),SACCANI,Lincoln,Belching Beaver Peanut Butter Latte,Belching Beaver Peanut Butter Latte was not cleaned last cycle,
207,tap change,2M - Infusion Taphouse (Lincoln/Twelve Bridges),SACCANI,Lincoln,Portland Cider Co Pineapple Rose,Portland Cider Co Pineapple Rose was not cleaned last cycle,
208,tap change,2M - Infusion Taphouse (Lincoln/Twelve Bridges),SECRET TRAIL BREWING,Lincoln,Secret Trail Brewing Company No Quarter,Secret Trail Brewing Company No Quarter was not cleaned last cycle,
209,tap change,2M - Iron Horse Tavern (Sacramento/Airport),GOLDEN BRANDS - SACRAMENTO,Sacramento,Blue Moon Belgium White,Blue Moon Belgium White was not cleaned last cycle,
210,tap change,2M - Iron Horse Tavern (Sacramento/Airport),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Ballast Point Fathom IPA,Ballast Point Fathom IPA was not cleaned last cycle,
211,tap change,2M - Iron Horse Tavern (Sacramento/Airport),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Sierra Nevada Hazy Little Thing,Sierra Nevada Hazy Little Thing was not cleaned last cycle,
212,tap change,2M - Iron Horse Tavern (Sacramento/Airport),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Sierra Nevada Tropical,Sierra Nevada Tropical was not cleaned last cycle,
213,tap change,2M - Johnnys Italian by Carinos (Modesto/Dale),Donaghy,Modesto,Lost Coast Sharkinatator,Lost Coast Sharkinatator was not cleaned last cycle,
214,tap change,2M - Johnnys Italian by Carinos (Modesto/Dale),Donaghy,Modesto,Stone Brewing Fear Movie Lions,Stone Brewing Fear Movie Lions was not cleaned last cycle,
215,tap change,2M - Johnnys Italian by Carinos (Modesto/Dale),Donaghy,Modesto,Stone Brewing Tangerine Express IPA,Stone Brewing Tangerine Express IPA was not cleaned last cycle,
216,tap change,2M - Levis - Mellon East - Day 1 (Santa Clara/Marie P Debartolo),ANHEUSER-BUSCH BAY AREA SALES,Santa Clara,Michelob Ultra,Michelob Ultra was not cleaned last cycle,
217,tap change,2M - Levis - Mellon East - Day 1 (Santa Clara/Marie P Debartolo),ANHEUSER-BUSCH BAY AREA SALES,Santa Clara,Spaten Lager,Spaten Lager was not cleaned last cycle,
218,tap change,2M - Mad Oak (Oakland/12th),ANHEUSER-BUSCH BAY AREA SALES,Oakland,Goose Island 2018 Bourbon County,Goose Island 2018 Bourbon County was not cleaned last cycle,
219,tap change,2M - Mad Oak (Oakland/12th),BAY AREA BEVERAGE,Oakland,Golden State Cider,Golden State Cider was not cleaned last cycle,
220,tap change,2M - Mad Oak (Oakland/12th),BAY AREA BEVERAGE,Oakland,Lagunita's IPA,Lagunita's IPA was not cleaned last cycle,
221,tap change,2M - Mad Oak (Oakland/12th),BAY AREA BEVERAGE,Oakland,Schofferhofer Grapefruit,Schofferhofer Grapefruit was not cleaned last cycle,
222,tap change,2M - Mad Oak (Oakland/12th),WINE WAREHOUSE,Oakland,East Brothers Red Lager,East Brothers Red Lager was not cleaned last cycle,
223,tap change,2M - Mad Oak (Oakland/12th),WINE WAREHOUSE,Oakland,North Coast Scrimshaw,North Coast Scrimshaw was not cleaned last cycle,
224,tap change,2M - Mad Oak (Oakland/12th),WINE WAREHOUSE,Oakland,Youngs Double Chocolate Stout,Youngs Double Chocolate Stout was not cleaned last cycle,
225,tap change,2M - Marriott (Monterey/Calle Principal),ELYXIR DISTRIBUTING,Monterey,Samuel Adams Winter Lager,Samuel Adams Winter Lager was not cleaned last cycle,
226,tap change,2M - Miniboss (San Jose/E Santa Clara),GOLDEN BRANDS - SAN JOSE,San Jose,Ace Pink Guava,Ace Pink Guava was not cleaned last cycle,
227,tap change,2M - Miniboss (San Jose/E Santa Clara),GOLDEN BRANDS - SAN JOSE,San Jose,Alpine Beer Duet,Alpine Beer Duet was not cleaned last cycle,
228,tap change,2M - Miniboss (San Jose/E Santa Clara),GOLDEN BRANDS - SAN JOSE,San Jose,Cigar City Maduro Brown Ale,Cigar City Maduro Brown Ale was not cleaned last cycle,
229,tap change,2M - Miniboss (San Jose/E Santa Clara),GOLDEN BRANDS - SAN JOSE,San Jose,Deschutes Fresh Haze IPA,Deschutes Fresh Haze IPA was not cleaned last cycle,
230,tap change,2M - Miniboss (San Jose/E Santa Clara),GOLDEN BRANDS - SAN JOSE,San Jose,Firestone Walker Pivo Hoppy Pils,Firestone Walker Pivo Hoppy Pils was not cleaned last cycle,
231,tap change,2M - Miniboss (San Jose/E Santa Clara),GOLDEN BRANDS - SAN JOSE,San Jose,Green Flash,Green Flash was not cleaned last cycle,
232,tap change,2M - Miniboss (San Jose/E Santa Clara),GOLDEN BRANDS - SAN JOSE,San Jose,Heretic Brewery Make America Juicy Again,Heretic Brewery Make America Juicy Again was not cleaned last cycle,
233,tap change,2M - Miniboss (San Jose/E Santa Clara),GOLDEN BRANDS - SAN JOSE,San Jose,Knee Deep Brewing,Knee Deep Brewing was not cleaned last cycle,
234,tap change,2M - Miniboss (San Jose/E Santa Clara),GOLDEN BRANDS - SAN JOSE,San Jose,Lost Coast Fogcutter,Lost Coast Fogcutter was not cleaned last cycle,
235,tap change,2M - Miniboss (San Jose/E Santa Clara),WINE WAREHOUSE,San Jose,Coronado Ginger Julep Barrel-Aged Pilsner,Coronado Ginger Julep Barrel-Aged Pilsner was not cleaned last cycle,
236,tap change,2M - Miniboss (San Jose/E Santa Clara),WINE WAREHOUSE,San Jose,Coronado Orange Avenue,Coronado Orange Avenue was not cleaned last cycle,
237,tap change,2M - Miniboss (San Jose/E Santa Clara),WINE WAREHOUSE,San Jose,East Brother Beer Company,East Brother Beer Company was not cleaned last cycle,
238,tap change,2M - Miniboss (San Jose/E Santa Clara),WINE WAREHOUSE,San Jose,Mission Brewery Dark Seas,Mission Brewery Dark Seas was not cleaned last cycle,
239,tap change,2M - Miniboss (San Jose/E Santa Clara),WINE WAREHOUSE,San Jose,North Coast Old Rasputin,North Coast Old Rasputin was not cleaned last cycle,
240,tap change,2M - Miniboss (San Jose/E Santa Clara),WINE WAREHOUSE,San Jose,North Coast Scrimshaw,North Coast Scrimshaw was not cleaned last cycle,
241,tap change,2M - Miniboss (San Jose/E Santa Clara),WINE WAREHOUSE,San Jose,Offshoot Beer Co.,Offshoot Beer Co. was not cleaned last cycle,
242,tap change,2M - Mission St BBQ (Santa Cruz/Mission),ALTAMONT BEER WORKS,Santa Cruz,Altamont Beer Work Nu-Clear IPA,Altamont Beer Work Nu-Clear IPA was not cleaned last cycle,
243,tap change,2M - Mission St BBQ (Santa Cruz/Mission),ALTAMONT BEER WORKS,Santa Cruz,Altamont Beer Works Basic B****,Altamont Beer Works Basic B**** was not cleaned last cycle,
244,tap change,2M - Mission St BBQ (Santa Cruz/Mission),ALTAMONT BEER WORKS,Santa Cruz,Altamont Beer Works Lager,Altamont Beer Works Lager was not cleaned last cycle,
245,tap change,2M - Mission St BBQ (Santa Cruz/Mission),ALTAMONT BEER WORKS,Santa Cruz,Altamont Beer Works Lupulin Advisory,Altamont Beer Works Lupulin Advisory was not cleaned last cycle,
246,tap change,2M - Mission St BBQ (Santa Cruz/Mission),ALTAMONT BEER WORKS,Santa Cruz,Altamont Beer Works Nitro Brown,Altamont Beer Works Nitro Brown was not cleaned last cycle,
247,tap change,2M - Mission St BBQ (Santa Cruz/Mission),ALTAMONT BEER WORKS,Santa Cruz,Altamont Beer Works Passionate Bitch,Altamont Beer Works Passionate Bitch was not cleaned last cycle,
248,tap change,2M - Mission St BBQ (Santa Cruz/Mission),ALVARADO STREET BREWING COMPANY,Santa Cruz,Alvarado Street Escape From Here,Alvarado Street Escape From Here was not cleaned last cycle,
249,tap change,2M - Mission St BBQ (Santa Cruz/Mission),ALVARADO STREET BREWING COMPANY,Santa Cruz,Alvarado Street Shred Red,Alvarado Street Shred Red was not cleaned last cycle,
250,tap change,2M - Mission St BBQ (Santa Cruz/Mission),ALVARADO STREET BREWING COMPANY,Santa Cruz,Alvarado Street Thunder In Paradise,Alvarado Street Thunder In Paradise was not cleaned last cycle,
251,tap change,2M - Mission St BBQ (Santa Cruz/Mission),MISSION ST BBQ,Santa Cruz,Bare Bottle New Gym Membership,Bare Bottle New Gym Membership was not cleaned last cycle,
252,tap change,2M - Mission St BBQ (Santa Cruz/Mission),MISSION ST BBQ,Santa Cruz,Moonraker,Moonraker was not cleaned last cycle,
253,tap change,2M - Mission St BBQ (Santa Cruz/Mission),Woodhouse Blending & Brewing,Santa Cruz,Wood House,Wood House was not cleaned last cycle,
254,tap change,2M - Mission St BBQ (Santa Cruz/Mission),Woodhouse Blending & Brewing,Santa Cruz,Woodhouse Blending & Brewing,Woodhouse Blending & Brewing was not cleaned last cycle,
255,tap change,2M - Mountain Mikes (Sacramento/La Riviera),GOLDEN BRANDS - SACRAMENTO,Sacramento,Knee Deep Brewing Belgo Hoptologist,Knee Deep Brewing Belgo Hoptologist was not cleaned last cycle,
256,tap change,2M - Old Pro (Palo Alto/Ramona),ANHEUSER-BUSCH BAY AREA SALES,Palo Alto,Gordon Biersch,Gordon Biersch was not cleaned last cycle,
257,tap change,2M - Park Town Pizza (Milpitas/S Park Victoria),CHRISSA IMPORTS,Milpitas,Maui Pineapple Mana Wheat,Maui Pineapple Mana Wheat was not cleaned last cycle,
258,tap change,2M - Park Town Pizza (Milpitas/S Park Victoria),GOLDEN BRANDS - SAN JOSE,Milpitas,Ace Pineapple,Ace Pineapple was not cleaned last cycle,
259,tap change,2M - Park Town Pizza (Milpitas/S Park Victoria),GOLDEN BRANDS - SAN JOSE,Milpitas,Green Flash Tropical DNA,Green Flash Tropical DNA was not cleaned last cycle,
260,tap change,2M - Park Town Pizza (Milpitas/S Park Victoria),WINE WAREHOUSE,Milpitas,Offshoot Beer Co.,Offshoot Beer Co. was not cleaned last cycle,
261,tap change,2M - Plank (Oakland/Broadway),BAY AREA BEVERAGE,Oakland,Magnolia Proving Ground IPA,Magnolia Proving Ground IPA was not cleaned last cycle,
262,tap change,2M - Punch Line (Sacramento/Arden),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Modelo Especial,Modelo Especial was not cleaned last cycle,
263,tap change,2M - Red Hawk Casino (Placerville/Red Hawk),GOLDEN BRANDS - SACRAMENTO,Placerville,Blue Moon,Blue Moon was not cleaned last cycle,
264,tap change,2M - Red Hawk Casino (Placerville/Red Hawk),MARKSTEIN BEVERAGE CO - SACTO (CA08),Placerville,Corona Extra,Corona Extra was not cleaned last cycle,
265,tap change,2M - River Rock Taproom (Sunnyvale/S Murphy),ALTAMONT BEER WORKS,Sunnyvale,Altamont Beer Works Berry White,Altamont Beer Works Berry White was not cleaned last cycle,
266,tap change,2M - River Rock Taproom (Sunnyvale/S Murphy),GOLDEN BRANDS - SAN JOSE,Sunnyvale,Cali Craft Oaktown,Cali Craft Oaktown was not cleaned last cycle,
267,tap change,2M - River Rock Taproom (Sunnyvale/S Murphy),GOLDEN BRANDS - SAN JOSE,Sunnyvale,Lagunita's Hazy Memory,Lagunita's Hazy Memory was not cleaned last cycle,
268,tap change,2M - River Rock Taproom (Sunnyvale/S Murphy),GOLDEN BRANDS - SAN JOSE,Sunnyvale,Russian River Blind Pig IPA,Russian River Blind Pig IPA was not cleaned last cycle,
269,tap change,2M - River Rock Taproom (Sunnyvale/S Murphy),River Rock Taproom,Sunnyvale,Big Sexy Brewing,Big Sexy Brewing was not cleaned last cycle,
270,tap change,2M - River Rock Taproom (Sunnyvale/S Murphy),River Rock Taproom,Sunnyvale,Chateau St Jean Chardonnay,Chateau St Jean Chardonnay was not cleaned last cycle,
271,tap change,2M - River Rock Taproom (Sunnyvale/S Murphy),River Rock Taproom,Sunnyvale,Jackrabbit Brewing,Jackrabbit Brewing was not cleaned last cycle,
272,tap change,2M - River Rock Taproom (Sunnyvale/S Murphy),River Rock Taproom,Sunnyvale,Marlborough Matua Sauvignon Blanc,Marlborough Matua Sauvignon Blanc was not cleaned last cycle,
273,tap change,2M - River Rock Taproom (Sunnyvale/S Murphy),River Rock Taproom,Sunnyvale,Morgan Territory,Morgan Territory was not cleaned last cycle,
274,tap change,2M - River Rock Taproom (Sunnyvale/S Murphy),River Rock Taproom,Sunnyvale,Van Ruiten Cabernet Sauvignon,Van Ruiten Cabernet Sauvignon was not cleaned last cycle,
275,tap change,2M - River Rock Taproom (Sunnyvale/S Murphy),WINE WAREHOUSE,Sunnyvale,Chimay,Chimay was not cleaned last cycle,
276,tap change,2M - River Rock Taproom (Sunnyvale/S Murphy),WINE WAREHOUSE,Sunnyvale,Delirium,Delirium was not cleaned last cycle,
277,tap change,2M - River Rock Taproom (Sunnyvale/S Murphy),WINE WAREHOUSE,Sunnyvale,Dry Creek Heritage Zinfandel,Dry Creek Heritage Zinfandel was not cleaned last cycle,
278,tap change,2M - River Rock Taproom (Sunnyvale/S Murphy),WINE WAREHOUSE,Sunnyvale,Fruli Strawberry,Fruli Strawberry was not cleaned last cycle,
